...1,Stream,Month,Site Type,Tag,Species,Mesohabitat,Stream Width,Depth,Velocity,Substrate,Substrate Feature,Surface Turbulence,Aquatic Vegetation,Large Woody Debris,Terrestrial Vegetation,Undercut Bank,Instream Cover,Canopy Cover,Longitude,Latitude,Notes,Creation Date,Data Change,Weight,Length,Capture Method,Capture Date,Release,Notes.y,ObjectID
95,Clear,May,Available,NA,NA,Riffle,8.816,35,0.17,Boulder,0.5,0,0,0,0,0,0.5,Yes,34.536879,111.681168,NA,5/31/2022 22:45,NA,NA,NA,NA,NA,NA,NA,218
29,Clear,May,Available,NA,NA,Riffle,4.89,36,0.91,Cobble,0.75,0,0,0,0,0,0.75,Yes,34.538408,111.688288,NA,5/30/2022 19:36,NA,NA,NA,NA,NA,NA,NA,126
63,Clear,May,Available,NA,NA,Riffle,7.477,36,0.03,Cobble,0.1,0,0,0.1,0,0,0.2,Yes,34.538573,111.68442,NA,5/31/2022 18:40,NA,NA,NA,NA,NA,NA,NA,188
67,Clear,May,Available,NA,NA,Riffle,9.454,36,0,Boulder,0.1,0,0,0,0,0,0.1,Yes,34.538133,111.68606,NA,5/30/2022 23:19,NA,NA,NA,NA,NA,NA,NA,164
83,Clear,May,Available,NA,NA,Riffle,6.6,36,0.07,Boulder,0.4,0,0,0,0,0,0.4,Yes,34.538352,111.684887,NA,5/31/2022 18:15,NA,NA,NA,NA,NA,NA,NA,181
86,Clear,May,Available,NA,NA,Riffle,8.46,36,0.32,Gravel,0.2,0.1,0,0,0,0,0.3,No,34.537532,111.681928,NA,5/31/2022 22:07,NA,NA,NA,NA,NA,NA,NA,211
99,Clear,May,Available,NA,NA,Riffle,9.193,36,0.1,Cobble,0.2,0,0,0,0,0,0.2,Yes,34.538452,111.68466,NA,5/31/2022 18:27,NA,NA,NA,NA,NA,NA,NA,184
107,Clear,May,Available,NA,NA,Riffle,13.002,36,0.16,Pebble,0.1,0,0,0,0,0,0.1,Yes,34.538261,111.682702,NA,5/31/2022 21:30,removed 'm' from laltitude,NA,NA,NA,NA,NA,NA,205
111,Clear,May,Available,NA,NA,Riffle,4.9,36,0.2,Cobble,0.5,0.2,0,0.1,0,0,0.8,No,34.53671,111.680946,NA,5/31/2022 23:01,NA,NA,NA,NA,NA,NA,NA,220
122,Clear,May,Available,NA,NA,Riffle,8.89,36,0.3,Pebble,0.4,0.2,0,0,0,0,0.6,No,34.536796,111.681082,NA,5/31/2022 22:52,NA,NA,NA,NA,NA,NA,NA,219
26,Clear,May,Available,NA,NA,Riffle,5.1017,38,0.51,Cobble,0.15,0,0,0,0,0,0.15,Yes,34.538478,111.688512,NA,5/30/2022 19:20,NA,NA,NA,NA,NA,NA,NA,123
66,Clear,May,Available,NA,NA,Riffle,8.091,38,0.17,Cobble,0.2,0,0,0,0,0,0.2,No,34.53811,111.686153,NA,5/30/2022 23:16,NA,NA,NA,NA,NA,NA,NA,163
72,Clear,May,Available,NA,NA,Riffle,7.10534,38,0.16,Gravel,0.25,0,0,0,0,0,0.25,No,34.538146,111.685754,NA,5/30/2022 23:36,NA,NA,NA,NA,NA,NA,NA,169
78,Clear,May,Available,NA,NA,Riffle,5.979,38,0.08,Pebble,0.3,0,0,0,0,0,0.3,Yes,34.535898,111.678796,NA,5/31/2022 0:00,Changed date to correct date,NA,NA,NA,NA,NA,NA,241
123,Clear,May,Available,NA,NA,Riffle,8.045,38,0.43,Cobble,0.3,0,0,0,0,0,0.3,Yes,34.536019,111.679458,NA,5/31/2022 23:58,NA,NA,NA,NA,NA,NA,NA,236
24,Clear,May,Occupied,218,Black Bass,Riffle,7.797,40,0.84,Gravel,0.3,0.1,0,0,0,0,0.4,Yes,34.538129,111.686011,NA,5/30/2022 23:24,NA,87,194,Backpack Shocker,11/28/2022,2nd Pool to Almost Crossing,NA,165
31,Clear,May,Available,NA,NA,Riffle,5.438,40,0.55,Cobble,0.3,0.9,0,0.1,0,0,1.3,Yes,34.538324,111.688148,NA,5/30/2022 19:42,NA,NA,NA,NA,NA,NA,NA,128
125,Clear,May,Available,NA,NA,Riffle,11.919,40,0.33,Pebble,0.1,0,0,0,0,0,0.1,No,34.537092,111.6815,NA,5/31/2022 22:25,NA,NA,NA,NA,NA,NA,NA,215
65,Clear,May,Available,NA,NA,Riffle,8.064,41,0.23,Boulder,0.1,0,0,0,0,0,0.1,Yes,35.538112,111.68631,NA,5/30/2022 23:12,NA,NA,NA,NA,NA,NA,NA,162
69,Clear,May,Available,NA,NA,Riffle,8.632,42,0.4,Cobble,0.4,0,0,0,0,0,0.4,Yes,34.53812,111.685976,NA,5/30/2022 23:27,NA,NA,NA,NA,NA,NA,NA,166
97,Clear,May,Available,NA,NA,Riffle,10.838,42,0.02,Pebble,0.3,0,0,0,0,0,0.3,Yes,34.538404,111.684824,NA,5/31/2022 18:21,NA,NA,NA,NA,NA,NA,NA,182
114,Clear,May,Available,NA,NA,Riffle,8.156,42,0.2,Gravel,0.1,0,0,0,0,0,0.1,Yes,34.53743,111.681815,NA,5/31/2022 22:10,NA,NA,NA,NA,NA,NA,NA,212
84,Clear,May,Available,NA,NA,Riffle,10.341,43,0.13,Cobble,0.3,0,0,0,0,0,0.3,Yes,34.53778,111.682259,NA,5/31/2022 21:53,NA,NA,NA,NA,NA,NA,NA,209
87,Clear,May,Available,NA,NA,Riffle,9.7,43,0.3,Pebble,0.5,0,0,0,0,0,0.5,Yes,34.538589,111.68929,NA,5/31/2022 17:31,NA,NA,NA,NA,NA,NA,NA,172
129,Clear,May,Available,NA,NA,Riffle,9.157,44,0.2,Boulder,0.4,0,0,0,0.3,0,0.7,Yes,34.536096,111.680134,NA,5/31/2022 23:34,NA,NA,NA,NA,NA,NA,NA,228
85,Clear,May,Available,NA,NA,Riffle,7.5,45,0.07,Gravel,0.1,0,0,0,0,0,0.1,Yes,34.537661,111.682122,NA,5/31/2022 22:05,NA,NA,NA,NA,NA,NA,NA,210
57,Clear,May,Available,NA,NA,Riffle,6.274,46,0.03,Boulder,0.2,0,0,0,0,0,0.2,Yes,34.538065,111.686823,NA,5/30/2022 22:04,NA,NA,NA,NA,NA,NA,NA,154
7,Clear,May,Occupied,166,Black Bass,Riffle,8.173,48,0,Cobble,0.1,0,0,0,0,0,0.1,Yes,34.538263,111.685514,NA,5/30/2022 23:45,NA,79,188,Backpack Shocker,11/28/2022,4th Pool to Honey Hole,NA,171
100,Clear,May,Available,NA,NA,Riffle,5.24,49,0.19,Cobble,0.1,0,0,0,0,0,0.1,No,34.538573,111.68442,NA,5/31/2022 18:43,NA,NA,NA,NA,NA,NA,NA,189
112,Clear,May,Available,NA,NA,Riffle,12.905,49,0.16,Boulder,0.1,0,0,0,0,0,0.1,Yes,34.537243,111.681637,NA,5/31/2022 22:21,NA,NA,NA,NA,NA,NA,NA,214
4,Clear,May,Occupied,162,Black Bass,Riffle,8.7,50,0,Pebble,0.2,0,0,0,0,0,0.2,Yes,34.53787,111.682338,NA,5/31/2022 21:48,NA,89,204,Backpack Shocker,11/28/2022,Start to 2nd Pool,internal clear liquid,208
8,Clear,May,Occupied,167,Desert Sucker,Riffle,10.108,50,0.17,Gravel,0.4,0,0,0,0,0,0.4,No,34.536096,111.680134,NA,5/31/2022 23:37,NA,188,248,Backpack Shocker,11/28/2022,Camp Crossing,NA,229
37,Clear,May,Available,NA,NA,Riffle,4.837,50,0.04,Pebble,0.2,0,0,0,0,0,0.2,No,34.538119,111.688431,NA,5/30/2022 20:26,NA,NA,NA,NA,NA,NA,NA,134
88,Clear,May,Available,NA,NA,Riffle,10.4,50,0.18,Cobble,0.4,0,0,0,0,0,0.4,Yes,34.538589,111.68929,NA,5/31/2022 17:34,NA,NA,NA,NA,NA,NA,NA,173
102,Clear,May,Available,NA,NA,Riffle,7.705,51,0.13,Boulder,0.6,0,0,0.3,0.1,0,1,No,34.538521,111.684475,NA,5/31/2022 18:37,NA,NA,NA,NA,NA,NA,NA,187
32,Clear,May,Available,NA,NA,Riffle,3.479,52,0.19,Cobble,0.3,0.95,0,0,0,0,1.25,Yes,34.538255,111.688059,NA,5/30/2022 19:50,NA,NA,NA,NA,NA,NA,NA,129
109,Clear,May,Available,NA,NA,Riffle,3.434,52,0.3,Boulder,0,0.9,0,0,0,0,0.9,No,34.538639,111.6836,NA,5/31/2022 20:39,NA,NA,NA,NA,NA,NA,NA,198
117,Clear,May,Available,NA,NA,Riffle,9.105,52,0.1,Boulder,0.2,0,0,0,0,0,0.2,Yes,34.536082,111.679932,NA,5/31/2022 23:40,NA,NA,NA,NA,NA,NA,NA,230
14,Clear,May,Occupied,176,Desert Sucker,Riffle,13.244,53,0.2,Pebble,0.4,0,0,0,0,0,0.4,No,34.538096,111.68639,NA,5/30/2022 23:06,NA,186,252,Backpack Shocker,11/28/2022,Honey Hole,NA,160
90,Clear,May,Available,NA,NA,Riffle,8,53,0.22,Cobble,0.55,0,0,0,0,0,0.55,Yes,34.538548,111.689341,NA,5/31/2022 17:43,NA,NA,NA,NA,NA,NA,NA,175
9,Clear,May,Occupied,167,Desert Sucker,Riffle,8.731,54,0.27,Pebble,0.7,0,0,0,0,0,0.7,Yes,34.536088,111.679874,NA,5/31/2022 23:45,NA,188,248,Backpack Shocker,11/28/2022,Camp Crossing,NA,232
19,Clear,May,Occupied,189,Desert Sucker,Riffle,5.738,54,0.45,Boulder,0.3,0,0,0,0,0,0.3,Yes,34.535965,111.679,NA,5/31/2022 0:00,Changed date to correct date,160,240,Backpack Shocker,11/28/2022,Honey Hole,NA,239
21,Clear,May,Occupied,191,Desert Sucker,Riffle,6.911,54,0.01,Pebble,0.4,1,0,0,0,0,1.4,Yes,34.536028,111.679635,NA,5/31/2022 23:51,NA,168,245,Backpack Shocker,11/28/2022,Honey Hole,NA,234
91,Clear,May,Available,NA,NA,Riffle,8.609,54,0.23,Boulder,0.2,0.1,0,0.2,0,0,0.5,Yes,34.537008,111.681367,NA,5/31/2022 22:31,NA,NA,NA,NA,NA,NA,NA,216
101,Clear,May,Available,NA,NA,Riffle,12.193,54,0.16,Cobble,0.1,0,0,0,0,0,0.1,Yes,34.538501,111.684584,NA,5/31/2022 18:34,NA,NA,NA,NA,NA,NA,NA,186
23,Clear,May,Occupied,200,Desert Sucker,Riffle,9.105,56,0.32,Boulder,0.2,0,0,0.1,0,0,0.3,Yes,34.536082,111.679932,NA,5/31/2022 23:43,NA,262,277,Backpack Shocker,11/28/2022,Honey Hole,NA,231
104,Clear,May,Available,NA,NA,Riffle,11.165,58,0.15,Pebble,0.25,0,0,0,0,0,0.25,No,34.538102,111.682665,NA,5/31/2022 21:34,NA,NA,NA,NA,NA,NA,NA,206
13,Clear,May,Occupied,175,Black Bass,Riffle,5.5,60,0.19,Cobble,0.8,0,0,0.5,0,0,1.3,Yes,34.538339,111.685008,NA,5/31/2022 18:10,NA,73,187,Backpack Shocker,11/28/2022,Start to 2nd Pool,NA,180
74,Clear,May,Available,NA,NA,Riffle,3.627,60,0.88,Bedrock,0.3,0,0,0,0,0,0.3,Yes,34.538648,111.683496,NA,5/31/2022 20:47,NA,NA,NA,NA,NA,NA,NA,199
22,Clear,May,Occupied,198,Black Bass,Run,6.362,71,0.17,Cobble,0.3,0,0,0,0,0,0.3,Yes,34.53862,111.683324,Visually confirmed,5/31/2022 20:51,Changed Riffle to Run,99,195,Backpack Shocker,11/28/2022,Camp Crossing,NA,201
20,Clear,May,Occupied,190,Desert Sucker,Riffle,10.96,23,0.11,Cobble,0.1,0,0,0,0,0,0.1,Yes,34.538008,111.682475,Visually confirmed group of 8,5/31/2022 21:41,Changed depth of 83 to 23 based on photo,186,247,Backpack Shocker,11/28/2022,Honey Hole,NA,207
3,Clear,May,Occupied,161,Desert Sucker,Pool,10.675,86,0.11,Boulder,0.5,0,0,0,0,0,0.5,Yes,34.537022,111.681273,163 169 visual confirmed. 161 tucked under boulder.,5/31/2022 22:35,Changed riffle to pool based on photo and knowledge of area. Split 3 tags in same spot into 3 different data points,224,263,Backpack Shocker,11/28/2022,Camp Crossing,NA,217
5,Clear,May,Occupied,163,Desert Sucker,Pool,10.675,86,0.11,Boulder,0.5,0,0,0,0,0,0.5,Yes,34.537022,111.681273,163 169 visual confirmed. 161 tucked under boulder.,5/31/2022 22:35,Changed riffle to pool based on photo and knowledge of area. Split 3 tags in same spot into 3 different data points,239,277,Backpack Shocker,11/28/2022,4th Pool to Honey Hole,All DS in Honey Hole,217
10,Clear,May,Occupied,169,Desert Sucker,Pool,10.675,86,0.11,Boulder,0.5,0,0,0,0,0,0.5,Yes,34.537022,111.681273,163 169 visual confirmed. 161 tucked under boulder.,5/31/2022 22:35,Changed riffle to pool based on photo and knowledge of area. Split 3 tags in same spot into 3 different data points,224,256,Backpack Shocker,11/28/2022,Camp Crossing,NA,217
1,Clear,November,Occupied,145,Black Bass,Pool,16.34,63,0,Bedrock,0,0,0,0,0,0,0,Yes,34.535625,111.688124,NA,11/19/2022 22:56,Changed to occupied to match tag status,78,198,Backpack Shocker,11/28/2022,Camp Crossing,NA,247
2,Clear,November,Occupied,157,Black Bass,Run,9.2,36,0.3,Cobble,0,0,0,0,0,0,0,No,34.538007,111.686172,NA,11/19/2022 20:00,"Replaced 175 with 157, fits with the telemetry field notes timeline, and generally matches the same location and feature data.",98,208,Backpack Shocker,11/28/2022,2nd Pool to Almost Crossing,NA,149
3,Clear,November,Occupied,161,Desert Sucker,Run,9,63,0.1,Cobble,0,0,0,0,0,0,0,Yes,34.537676,111.682112,NA,11/19/2022 21:44,NA,224,263,Backpack Shocker,11/28/2022,Camp Crossing,NA,212
4,Clear,November,Occupied,162,Black Bass,Pool,9.4,56,0.08,Cobble,0,0,0,0,0,0,0,Yes,34.537821,111.682322,NA,11/19/2022 21:38,NA,89,204,Backpack Shocker,11/28/2022,Start to 2nd Pool,internal clear liquid,208
5,Clear,November,Occupied,165,Black Bass,Pool,14.54,>150,NA,Silt,0,0,0,0,0,0,0,Yes,34.535787,111.678436,NA,11/19/2022 22:52,Removed Available,79,193,Backpack Shocker,11/28/2022,2nd Pool to Almost Crossing,NA,244
6,Clear,November,Occupied,168,Black Bass,Riffle,9.6,27,0,Cobble,0.3,0,0,0,0,0,0.3,NA,34.538215,111.685153,NA,11/19/2022 20:25,NA,76,184,Backpack Shocker,11/28/2022,2nd Pool to Almost Crossing,NA,165
7,Clear,November,Occupied,171,Black Bass,Riffle,6.5,30,0,Cobble,0,0,0,0,0,0,0,No,34.53827,111.685042,NA,11/19/2022 20:32,Removed Available,95,202,Backpack Shocker,11/28/2022,2nd Pool to Almost Crossing,NA,167
8,Clear,November,Occupied,172,Black Bass,Riffle,9.6,44,0.12,Pebble,0.15,0,0,0,0,0,0.15,No,34.53824,111.685232,NA,11/19/2022 20:22,NA,82,190,Backpack Shocker,11/28/2022,2nd Pool to Almost Crossing,NA,163
9,Clear,November,Occupied,175,Black Bass,Riffle,6.5,49,0.17,Boulder,0,0,0,0,0,0,0,No,34.538284,111.685,NA,11/19/2022 20:33,"Two 175s, this one fits into the telemetery field notes timeline best",73,187,Backpack Shocker,11/28/2022,Start to 2nd Pool,NA,168
10,Clear,November,Occupied,178,Black Bass,Pool,11.9,>150,Na,Silt,0,0,0,0,0,0,0,Yes,34.538185,111.687306,Near shore,11/19/2022 19:41,NA,117,221,Backpack Shocker,11/28/2022,Start to 2nd Pool,NA,137
11,Clear,November,Occupied,179,Desert Sucker,Pool,11.3,8,0,Silt,0,0,0,0,0,0,0,Yes,34.538116,111.687094,NA,11/19/2022 19:43,NA,225,273,Hoop Net,11/28/2022,Start to 2nd Pool,bottom pool- George,138
12,Clear,November,Occupied,185,Black Bass,Pool,11.7,62,0.09,Gravel,0,0,0,0,0,0,0,No,34.538597,111.684238,NA,11/19/2022 20:51,NA,88,201,Backpack Shocker,11/28/2022,Camp Crossing,NA,179
13,Clear,November,Occupied,189,Desert Sucker,Run,8.1,59,0.06,Gravel,0.3,0,0,0,0,0,0.3,Yes,34.538271,111.685388,NA,11/19/2022 20:18,Corrected longitude from 35. to 34.,160,240,Backpack Shocker,11/28/2022,Honey Hole,NA,160
14,Clear,November,Occupied,190,Desert Sucker,Riffle,10.5,30,0.13,Gravel,0,0,0,0,0,0,0,Yes,34.538219,111.682625,NA,11/19/2022 21:27,NA,186,247,Backpack Shocker,11/28/2022,Honey Hole,NA,201
15,Clear,November,Occupied,191,Desert Sucker,Riffle,7.2,37,0,Pebble,0.05,0,0,0,0,0,0.05,Yes,34.538244,111.682634,NA,11/19/2022 21:24,Removed Available,168,245,Backpack Shocker,11/28/2022,Honey Hole,NA,199
16,Clear,November,Occupied,200,Desert Sucker,Pool,14.26,>150,NA,NA,0,0,0,0,0,0,0,No,34.536197,111.68036,Deep AF,11/19/2022 22:27,Changed to occupied to match tag status,262,277,Backpack Shocker,11/28/2022,Honey Hole,NA,231
17,Clear,November,Available,NA,NA,Pool,13,>150,Na,Silt,0,0,0,0,0,0,0,No,34.538007,111.686965,NA,11/19/2022 19:47,NA,NA,NA,NA,NA,NA,NA,140
18,Clear,November,Available,NA,NA,Run,8.6,72,0.17,Gravel,0.2,0,0,0,0,0,0.2,Yes,34.537948,111.686821,NA,11/19/2022 19:48,NA,NA,NA,NA,NA,NA,NA,141
19,Clear,November,Available,NA,NA,Riffle,12.6,34,0.05,Cobble,0,0.1,0,0,0,0,0.1,Yes,34.537993,111.68669,NA,11/19/2022 19:50,NA,NA,NA,NA,NA,NA,NA,142
20,Clear,November,Available,NA,NA,Riffle,15,43,0.17,Cobble,0.1,0,0,0,0,0,0.1,NA,34.537995,111.686602,NA,11/19/2022 19:52,NA,NA,NA,NA,NA,NA,NA,143
21,Clear,November,Available,NA,NA,Riffle,10.6,35,0.15,Cobble,0.25,0,0,0,0,0,0.25,Yes,34.537989,111.686526,NA,11/19/2022 19:53,NA,NA,NA,NA,NA,NA,NA,144
22,Clear,November,Available,NA,NA,Riffle,10.4,38,0.04,Gravel,0.1,0,0,0,0,0,0.1,No,34.538007,111.686482,NA,11/19/2022 19:55,NA,NA,NA,NA,NA,NA,NA,145
23,Clear,November,Available,NA,NA,Riffle,13,49,0.23,Cobble,0.25,0,0,0,0,0,0.25,No,34.538035,111.686385,NA,11/19/2022 19:56,NA,NA,NA,NA,NA,NA,NA,146
24,Clear,November,Available,NA,NA,Riffle,6.3,32,0.19,Pebble,0,0,0,0,0,0,0,Yes,34.53805,111.686291,NA,11/19/2022 19:58,NA,NA,NA,NA,NA,NA,NA,147
25,Clear,November,Available,NA,NA,Riffle,4.7,30,0.24,Pebble,0,0,0,0,0,0,0,Yes,34.538015,111.68623,NA,11/19/2022 19:59,NA,NA,NA,NA,NA,NA,NA,148
26,Clear,November,Available,NA,NA,Run,9.2,Na,Na,NA,0,0,0,0,0,0,0,NA,34.538049,111.686079,Dead in debris pile,11/19/2022 20:04,Changed 218 to NA and available due to fish being deceased. (Don't include 219 in November HSC analysis). Deleted NA from Available,NA,NA,NA,NA,NA,NA,150
27,Clear,November,Available,NA,NA,Run,9.2,43,0.19,Cobble,0,0,0,0,0,0,0,Yes,34.538034,111.686104,NA,11/19/2022 20:06,NA,NA,NA,NA,NA,NA,NA,151
28,Clear,November,Available,NA,NA,Run,7.5,53,0.46,Cobble,0.1,0,0,0,0,0,0.1,No,34.538051,111.686015,NA,11/19/2022 20:07,NA,NA,NA,NA,NA,NA,NA,152
29,Clear,November,Available,NA,NA,Riffle,11.1,27,0.18,Cobble,0,0,0,0,0,0,0,Yes,34.538091,111.685958,NA,11/19/2022 20:08,NA,NA,NA,NA,NA,NA,NA,153
30,Clear,November,Available,NA,NA,Run,10.6,50,0.28,Gravel,0,0,0,0,0,0,0,Yes,34.538116,111.685117,NA,11/19/2022 20:10,NA,NA,NA,NA,NA,NA,NA,154
31,Clear,November,Available,NA,NA,Riffle,5.3,28,0.29,Gravel,0.2,0,0,0,0,0,0.2,No,34.53812,111.685789,NA,11/19/2022 20:12,NA,NA,NA,NA,NA,NA,NA,155
32,Clear,November,Available,NA,NA,Riffle,9.3,25,0,Gravel,0.1,0,0,0,0,0,0.1,Yes,34.538103,111.685628,NA,11/19/2022 20:13,NA,NA,NA,NA,NA,NA,NA,156
33,Clear,November,Available,NA,NA,Pool,7.5,29,0.15,Gravel,0,0,0,0,0,0,0,No,34.538429,111.688894,NA,11/19/2022 18:24,NA,NA,NA,NA,NA,NA,NA,114
34,Clear,November,Available,NA,NA,Pool,11,84,0.01,Gravel,0.1,0,0.2,0,0,0,0.3,No,34.538413,111.688734,NA,11/19/2022 18:27,NA,NA,NA,NA,NA,NA,NA,115
35,Clear,November,Available,NA,NA,Pool,7,>150,Na,Cobble,0,0,0,0,0,0,0,No,34.538447,111.688706,NA,11/19/2022 18:31,NA,NA,NA,NA,NA,NA,NA,116
36,Clear,November,Available,NA,NA,Riffle,4.6,32,0.52,Cobble,0,0,0,0,0,0,0,Yes,34.538477,111.68863,NA,11/19/2022 18:33,NA,NA,NA,NA,NA,NA,NA,117
37,Clear,November,Available,NA,NA,Riffle,5.3,35,0.2,Cobble,0,0,0,0,0,0,0,Yes,34.538468,111.688547,NA,11/19/2022 18:35,NA,NA,NA,NA,NA,NA,NA,118
38,Clear,November,Available,NA,NA,Riffle,4.2,34,0.29,Boulder,0.4,0,0,0,0,0,0.4,Yes,34.538442,111.688478,NA,11/19/2022 18:37,NA,NA,NA,NA,NA,NA,NA,119
39,Clear,November,Available,NA,NA,Riffle,4.3,50,0.4,Cobble,0,0,0,0,0,0,0,Yes,34.538407,111.688358,NA,11/19/2022 18:40,NA,NA,NA,NA,NA,NA,NA,120
40,Clear,November,Available,NA,NA,Riffle,3.9,21,0.33,Cobble,0.1,0,0,0,0,0,0.1,Yes,34.538379,111.688306,NA,11/19/2022 18:41,NA,NA,NA,NA,NA,NA,NA,121
41,Clear,November,Available,NA,NA,Riffle,5.1,39,0.28,Cobble,0,0,0,0,0,0,0,Yes,34.538357,111.688185,NA,11/19/2022 18:43,NA,NA,NA,NA,NA,NA,NA,122
42,Clear,November,Available,NA,NA,Riffle,5.5,26,0.45,Cobble,0,0.05,0,0,0,0,0.05,Yes,34.538348,111.688128,NA,11/19/2022 18:45,NA,NA,NA,NA,NA,NA,NA,123
43,Clear,November,Available,NA,NA,Riffle,5.6,30,0.18,Cobble,0,0.15,0,0,0,0,0.15,Yes,34.538293,111.688076,NA,11/19/2022 18:46,NA,NA,NA,NA,NA,NA,NA,124
44,Clear,November,Available,NA,NA,Pool,9.5,46,0.01,Pebble,0,0,0,0,0,0,0,No,34.538189,111.688093,NA,11/19/2022 18:48,NA,NA,NA,NA,NA,NA,NA,125
45,Clear,November,Available,NA,NA,Pool,18,99,0,Silt,0,0,0,0,0,0,0,No,34.53817,111.688013,NA,11/19/2022 18:50,NA,NA,NA,NA,NA,NA,NA,126
46,Clear,November,Available,NA,NA,Pool,17.1,49,0,Cobble,0,0,0,0.2,0,0,0.2,Yes,34.53813,111.687934,NA,11/19/2022 18:52,NA,NA,NA,NA,NA,NA,NA,127
47,Clear,November,Available,NA,NA,Pool,18.2,>150,Na,Silt,0,0,0,0,0,0,0,NA,34.5382,111.687891,NA,11/19/2022 18:54,NA,NA,NA,NA,NA,NA,NA,128
48,Clear,November,Available,NA,NA,Pool,18.8,>150,Na,Silt,0,0,0,0,0,0,0,No,34.538181,111.687741,NA,11/19/2022 18:56,NA,NA,NA,NA,NA,NA,NA,129
49,Clear,November,Available,NA,NA,Pool,15.3,26,0,Bedrock,0,0,0,0,0,0,0,No,34.53822,111.687673,NA,11/19/2022 18:58,NA,NA,NA,NA,NA,NA,NA,130
50,Clear,November,Available,NA,NA,Pool,15.2,81,0.01,Bedrock,0,0,0,0,0,0,0,No,34.538209,111.687556,NA,11/19/2022 18:59,NA,NA,NA,NA,NA,NA,NA,131
51,Clear,November,Available,NA,NA,Pool,16.9,62,0.06,Bedrock,0,0,0,0,0,0,0,Yes,34.538197,111.687459,NA,11/19/2022 19:01,NA,NA,NA,NA,NA,NA,NA,132
52,Clear,November,Available,NA,NA,Pool,12.6,>150,Na,Silt,0,0,0,0,0,0,0,Yes,34.538114,111.687379,NA,11/19/2022 19:02,NA,NA,NA,NA,NA,NA,NA,133
53,Clear,November,Available,NA,NA,Pool,11.7,110,0.01,Bedrock,0,0,0,0,0,0,0,No,34.538119,111.6873,NA,11/19/2022 19:04,NA,NA,NA,NA,NA,NA,NA,134
54,Clear,November,Available,NA,NA,Pool,13.1,95,0.03,Bedrock,0,0,0,0,0,0,0,No,34.538067,111.687178,NA,11/19/2022 19:05,NA,NA,NA,NA,NA,NA,NA,135
55,Clear,November,Available,NA,NA,Pool,12.2,>150,Na,NA,0,0,0,0,0,0,0,Yes,34.538034,111.687135,NA,11/19/2022 19:06,NA,NA,NA,NA,NA,NA,NA,136
56,Clear,November,Available,NA,NA,Pool,14.2,>150,Na,Silt,0,0,0,0,0,0,0,No,34.538006,111.686999,NA,11/19/2022 19:45,NA,NA,NA,NA,NA,NA,NA,139
57,Clear,November,Available,NA,NA,Riffle,4.1,12,0.85,Bedrock,0,0,0,0,0,0,0,Yes,34.538716,111.683522,NA,11/19/2022 21:05,NA,NA,NA,NA,NA,NA,NA,187
58,Clear,November,Available,NA,NA,Riffle,2.7,41,0.6,Bedrock,0,0,0,0,0,0,0,No,34.538667,111.683419,NA,11/19/2022 21:08,NA,NA,NA,NA,NA,NA,NA,188
59,Clear,November,Available,NA,NA,Riffle,6.5,20,0.28,Boulder,0.25,0,0,0,0,0,0.25,No,34.538641,111.683349,NA,11/19/2022 21:09,NA,NA,NA,NA,NA,NA,NA,189
60,Clear,November,Available,NA,NA,Run,5.8,40,0.21,Boulder,0.4,0,0,0,0,0,0.4,No,34.538668,111.683271,NA,11/19/2022 21:11,NA,NA,NA,NA,NA,NA,NA,190
61,Clear,November,Available,NA,NA,Run,6.6,64,0.01,Boulder,0.3,0,0,0,0,0,0.3,No,34.538613,111.683194,NA,11/19/2022 21:12,NA,NA,NA,NA,NA,NA,NA,191
62,Clear,November,Available,NA,NA,Riffle,3.2,40,0.33,Cobble,0.1,0,0,0,0,0,0.1,Yes,34.53858,111.68314,NA,11/19/2022 21:14,NA,NA,NA,NA,NA,NA,NA,192
63,Clear,November,Available,NA,NA,Riffle,5.8,35,0.44,Pebble,0,0,0,0,0,0,0,Yes,34.538512,111.683051,NA,11/19/2022 21:15,NA,NA,NA,NA,NA,NA,NA,193
64,Clear,November,Available,NA,NA,Riffle,6.2,41,0.65,Cobble,0.1,0,0,0,0,0,0.1,No,34.538461,111.683011,NA,11/19/2022 21:17,NA,NA,NA,NA,NA,NA,NA,194
65,Clear,November,Available,NA,NA,Run,5.1,80,0,Silt,0,0,0,0,0,0,0,Yes,34.538441,111.682952,NA,11/19/2022 21:18,NA,NA,NA,NA,NA,NA,NA,195
66,Clear,November,Available,NA,NA,Riffle,9.2,22,0.28,Boulder,0.4,0,0,0,0,0,0.4,No,34.538372,111.682894,NA,11/19/2022 21:20,NA,NA,NA,NA,NA,NA,NA,196
67,Clear,November,Available,NA,NA,Riffle,20.1,29,0.2,Cobble,0.15,0,0,0,0,0,0.15,No,34.538354,111.682809,NA,11/19/2022 21:21,NA,NA,NA,NA,NA,NA,NA,197
68,Clear,November,Available,NA,NA,Riffle,8.3,40,0.08,Cobble,0,0,0,0,0,0,0,No,34.538293,111.682703,NA,11/19/2022 21:23,NA,NA,NA,NA,NA,NA,NA,198
69,Clear,November,Available,NA,NA,Riffle,8.2,39,0.03,Cobble,0,0,0,0,0,0,0,Yes,34.538213,111.682658,NA,11/19/2022 21:26,NA,NA,NA,NA,NA,NA,NA,200
