"","...1","Stream","Month","Site.Type","Tag","Species","Mesohabitat","Stream.Width","Depth","Velocity","Substrate","Substrate.Feature","Surface.Turbulence","Aquatic.Vegetation","Large.Woody.Debris","Terrestrial.Vegetation","Undercut.Bank","Instream.Cover","Canopy.Cover","Longitude","Latitude","Notes","Creation.Date","Data.Change","Weight","Length","Capture.Method","Capture.Date","Release","Notes.y","ObjectID"
"344",73,"Clear","May","Available",NA,NA,"Riffle",10.502,"20",0.25,"Boulder",0.1,0,0,0,0,0,0.1,"Yes",34.5382,"111.685651",NA,"5/30/2022 23:39",NA,NA,NA,NA,NA,NA,NA,170
"345",36,"Clear","May","Available",NA,NA,"Riffle",5.44,"22",0.04,"Cobble",0.3,0,0,0,0,0,0.3,"No",34.538116,"111.688496",NA,"5/30/2022 20:17","Confirmed cobble with photo",NA,NA,NA,NA,NA,NA,133
"346",60,"Clear","May","Available",NA,NA,"Riffle",14.115,"22",0.12,"Cobble",0.5,0,0,0,0,0,0.5,"Yes",34.538022,"111.686575",NA,"5/30/2022 22:55",NA,NA,NA,NA,NA,NA,NA,157
"347",58,"Clear","May","Available",NA,NA,"Riffle",10.258,"23",0.14,"Boulder",0.3,0,0,0,0,0,0.3,"No",34.538427,"111.684759",NA,"5/31/2022 18:24",NA,NA,NA,NA,NA,NA,NA,183
"348",30,"Clear","May","Available",NA,NA,"Riffle",4.917,"24",0.59,"Cobble",0.4,0,0,0,0,0,0.4,"Yes",34.538374,"111.688223",NA,"5/30/2022 19:40","Confirmed canopy with photo",NA,NA,NA,NA,NA,NA,127
"349",64,"Clear","May","Available",NA,NA,"Riffle",9.589,"24",0.23,"Cobble",0.1,0,0,0,0,0,0.1,"No",34.538112,"111.686306",NA,"5/30/2022 23:10",NA,NA,NA,NA,NA,NA,NA,161
"350",93,"Clear","May","Available",NA,NA,"Riffle",9.7,"24",0.08,"Pebble",0.4,0,0,0,0,0,0.4,"Yes",34.538287,"111.685121",NA,"5/31/2022 18:03",NA,NA,NA,NA,NA,NA,NA,178
"351",25,"Clear","May","Available",NA,NA,"Riffle",3.4765,"25",0.84,"Cobble",0.3,0.3,0,0,0,0,0.6,"Yes",34.538449,"111.688646",NA,"5/30/2022 19:09",NA,NA,NA,NA,NA,NA,NA,122
"352",27,"Clear","May","Available",NA,NA,"Riffle",5.088,"25",0.24,"Cobble",0.4,0,0,0,0,0,0.4,"Yes",34.538461,"111.688427",NA,"5/30/2022 19:25",NA,NA,NA,NA,NA,NA,NA,124
"353",33,"Clear","May","Available",NA,NA,"Riffle",21.284,"26",0.08,"Cobble",0.05,0,0,0,0,0,0.05,"No",34.538219,"111.687983",NA,"5/30/2022 19:56","Confirmed cobble with photo",NA,NA,NA,NA,NA,NA,130
"354",59,"Clear","May","Available",NA,NA,"Riffle",11.741,"26",0.34,"Cobble",0.2,0.1,0,0,0,0,0.3,"Yes",34.538021,"111.686691",NA,"5/30/2022 22:47",NA,NA,NA,NA,NA,NA,NA,156
"355",61,"Clear","May","Available",NA,NA,"Riffle",9.685,"26",0.1,"Boulder",0.3,0.1,0,0,0,0,0.4,"Yes",34.53804,"111.686489",NA,"5/30/2022 22:58",NA,NA,NA,NA,NA,NA,NA,158
"356",70,"Clear","May","Available",NA,NA,"Riffle",8.713,"26",0.05,"Cobble",0.3,0.05,0,0,0,0,0.35,"Yes",34.538158,"111.685907",NA,"5/30/2022 23:31",NA,NA,NA,NA,NA,NA,NA,167
"357",77,"Clear","May","Available",NA,NA,"Riffle",6.731,"26",0.18,"Boulder",0.3,0,0,0,0,0,0.3,"Yes",34.535973,"111.678957",NA,"5/31/2022 0:00","Changed date to correct date",NA,NA,NA,NA,NA,NA,240
"358",115,"Clear","May","Available",NA,NA,"Riffle",8.402,"26",0.65,"Gravel",0.2,0.2,0,0,0,0,0.4,"No",34.538638,"111.683393",NA,"5/31/2022 20:48",NA,NA,NA,NA,NA,NA,NA,200
"359",128,"Clear","May","Available",NA,NA,"Riffle",6.605,"26",0.02,"Boulder",0.2,0,0,0,0,0,0.2,"Yes",34.536066,"111.67969",NA,"5/31/2022 23:55",NA,NA,NA,NA,NA,NA,NA,235
"360",75,"Clear","May","Available",NA,NA,"Riffle",6.379,"30",0.27,"Boulder",0.3,0,0,0,0,0,0.3,"Yes",34.535974,"111.679321",NA,"5/31/2022 0:00","Changed date to correct date",NA,NA,NA,NA,NA,NA,237
"361",89,"Clear","May","Available",NA,NA,"Riffle",9.8,"30",0,"Boulder",0.6,0,0,0,0,0,0.6,"Yes",34.538548,"111.689341",NA,"5/31/2022 17:38",NA,NA,NA,NA,NA,NA,NA,174
"362",96,"Clear","May","Available",NA,NA,"Riffle",7.489,"30",0.19,"Cobble",0.5,0,0,0,0,0,0.5,"No",34.53849,"111.684637",NA,"5/31/2022 18:29",NA,NA,NA,NA,NA,NA,NA,185
"363",113,"Clear","May","Available",NA,NA,"Riffle",3.29,"30",0.31,"Cobble",0.2,0.1,0,0,0,0,0.3,"Yes",34.538553,"111.68311",NA,"5/31/2022 21:09",NA,NA,NA,NA,NA,NA,NA,202
"364",118,"Clear","May","Available",NA,NA,"Riffle",10.84,"30",0.16,"Boulder",0.4,0,0,0,0,0,0.4,"Yes",34.538449,"111.682945","16 m intervals started","5/31/2022 21:18",NA,NA,NA,NA,NA,NA,NA,203
"365",119,"Clear","May","Available",NA,NA,"Riffle",11.75,"30",0.09,"Boulder",0.1,0,0,0,0,0,0.1,"Yes",34.537314,"111.68173",NA,"5/31/2022 22:16",NA,NA,NA,NA,NA,NA,NA,213
"366",116,"Clear","May","Available",NA,NA,"Riffle",7.026,"31",0.17,"Cobble",0.2,0,0,0,0,0,0.2,"Yes",34.536088,"111.679874",NA,"5/31/2022 23:47",NA,NA,NA,NA,NA,NA,NA,233
"367",43,"Clear","May","Available",NA,NA,"Riffle",19.52,"32",0.25,"Cobble",0,0,0,0.65,0,0,0.65,"Yes",34.53826,"111.687948",NA,"5/30/2022 20:52","Confirmed riffle cobble with photos",NA,NA,NA,NA,NA,NA,140
"368",71,"Clear","May","Available",NA,NA,"Riffle",10.49,"32",0.13,"Cobble",0,0,0,0,0,0,0,"Yes",34.538178,"111.685828",NA,"5/30/2022 23:34",NA,NA,NA,NA,NA,NA,NA,168
"369",92,"Clear","May","Available",NA,NA,"Riffle",11.1,"32",0.17,"Cobble",0.85,0,0,0.1,0,0,0.95,"Yes",34.538548,"111.689341",NA,"5/31/2022 17:50","changed >250 to >150",NA,NA,NA,NA,NA,NA,177
"370",28,"Clear","May","Available",NA,NA,"Riffle",4.253,"34",0.33,"Boulder",0.6,0,0,0,0,0,0.6,"Yes",34.53842,"111.68835",NA,"5/30/2022 19:29","Confirmed canopy with photo",NA,NA,NA,NA,NA,NA,125
"371",95,"Clear","May","Available",NA,NA,"Riffle",8.816,"35",0.17,"Boulder",0.5,0,0,0,0,0,0.5,"Yes",34.536879,"111.681168",NA,"5/31/2022 22:45",NA,NA,NA,NA,NA,NA,NA,218
"372",29,"Clear","May","Available",NA,NA,"Riffle",4.89,"36",0.91,"Cobble",0.75,0,0,0,0,0,0.75,"Yes",34.538408,"111.688288",NA,"5/30/2022 19:36",NA,NA,NA,NA,NA,NA,NA,126
"373",63,"Clear","May","Available",NA,NA,"Riffle",7.477,"36",0.03,"Cobble",0.1,0,0,0.1,0,0,0.2,"Yes",34.538573,"111.68442",NA,"5/31/2022 18:40",NA,NA,NA,NA,NA,NA,NA,188
"374",67,"Clear","May","Available",NA,NA,"Riffle",9.454,"36",0,"Boulder",0.1,0,0,0,0,0,0.1,"Yes",34.538133,"111.68606",NA,"5/30/2022 23:19",NA,NA,NA,NA,NA,NA,NA,164
"375",83,"Clear","May","Available",NA,NA,"Riffle",6.6,"36",0.07,"Boulder",0.4,0,0,0,0,0,0.4,"Yes",34.538352,"111.684887",NA,"5/31/2022 18:15",NA,NA,NA,NA,NA,NA,NA,181
"376",86,"Clear","May","Available",NA,NA,"Riffle",8.46,"36",0.32,"Gravel",0.2,0.1,0,0,0,0,0.3,"No",34.537532,"111.681928",NA,"5/31/2022 22:07",NA,NA,NA,NA,NA,NA,NA,211
"377",99,"Clear","May","Available",NA,NA,"Riffle",9.193,"36",0.1,"Cobble",0.2,0,0,0,0,0,0.2,"Yes",34.538452,"111.68466",NA,"5/31/2022 18:27",NA,NA,NA,NA,NA,NA,NA,184
"378",107,"Clear","May","Available",NA,NA,"Riffle",13.002,"36",0.16,"Pebble",0.1,0,0,0,0,0,0.1,"Yes",34.538261,"111.682702",NA,"5/31/2022 21:30","removed 'm' from laltitude",NA,NA,NA,NA,NA,NA,205
"379",111,"Clear","May","Available",NA,NA,"Riffle",4.9,"36",0.2,"Cobble",0.5,0.2,0,0.1,0,0,0.8,"No",34.53671,"111.680946",NA,"5/31/2022 23:01",NA,NA,NA,NA,NA,NA,NA,220
"380",122,"Clear","May","Available",NA,NA,"Riffle",8.89,"36",0.3,"Pebble",0.4,0.2,0,0,0,0,0.6,"No",34.536796,"111.681082",NA,"5/31/2022 22:52",NA,NA,NA,NA,NA,NA,NA,219
"381",26,"Clear","May","Available",NA,NA,"Riffle",5.1017,"38",0.51,"Cobble",0.15,0,0,0,0,0,0.15,"Yes",34.538478,"111.688512",NA,"5/30/2022 19:20",NA,NA,NA,NA,NA,NA,NA,123
"382",66,"Clear","May","Available",NA,NA,"Riffle",8.091,"38",0.17,"Cobble",0.2,0,0,0,0,0,0.2,"No",34.53811,"111.686153",NA,"5/30/2022 23:16",NA,NA,NA,NA,NA,NA,NA,163
"383",72,"Clear","May","Available",NA,NA,"Riffle",7.10534,"38",0.16,"Gravel",0.25,0,0,0,0,0,0.25,"No",34.538146,"111.685754",NA,"5/30/2022 23:36",NA,NA,NA,NA,NA,NA,NA,169
"384",78,"Clear","May","Available",NA,NA,"Riffle",5.979,"38",0.08,"Pebble",0.3,0,0,0,0,0,0.3,"Yes",34.535898,"111.678796",NA,"5/31/2022 0:00","Changed date to correct date",NA,NA,NA,NA,NA,NA,241
"385",123,"Clear","May","Available",NA,NA,"Riffle",8.045,"38",0.43,"Cobble",0.3,0,0,0,0,0,0.3,"Yes",34.536019,"111.679458",NA,"5/31/2022 23:58",NA,NA,NA,NA,NA,NA,NA,236
"386",31,"Clear","May","Available",NA,NA,"Riffle",5.438,"40",0.55,"Cobble",0.3,0.9,0,0.1,0,0,1.3,"Yes",34.538324,"111.688148",NA,"5/30/2022 19:42",NA,NA,NA,NA,NA,NA,NA,128
"387",125,"Clear","May","Available",NA,NA,"Riffle",11.919,"40",0.33,"Pebble",0.1,0,0,0,0,0,0.1,"No",34.537092,"111.6815",NA,"5/31/2022 22:25",NA,NA,NA,NA,NA,NA,NA,215
"388",65,"Clear","May","Available",NA,NA,"Riffle",8.064,"41",0.23,"Boulder",0.1,0,0,0,0,0,0.1,"Yes",35.538112,"111.68631",NA,"5/30/2022 23:12",NA,NA,NA,NA,NA,NA,NA,162
"389",69,"Clear","May","Available",NA,NA,"Riffle",8.632,"42",0.4,"Cobble",0.4,0,0,0,0,0,0.4,"Yes",34.53812,"111.685976",NA,"5/30/2022 23:27",NA,NA,NA,NA,NA,NA,NA,166
"390",97,"Clear","May","Available",NA,NA,"Riffle",10.838,"42",0.02,"Pebble",0.3,0,0,0,0,0,0.3,"Yes",34.538404,"111.684824",NA,"5/31/2022 18:21",NA,NA,NA,NA,NA,NA,NA,182
"391",114,"Clear","May","Available",NA,NA,"Riffle",8.156,"42",0.2,"Gravel",0.1,0,0,0,0,0,0.1,"Yes",34.53743,"111.681815",NA,"5/31/2022 22:10",NA,NA,NA,NA,NA,NA,NA,212
"392",84,"Clear","May","Available",NA,NA,"Riffle",10.341,"43",0.13,"Cobble",0.3,0,0,0,0,0,0.3,"Yes",34.53778,"111.682259",NA,"5/31/2022 21:53",NA,NA,NA,NA,NA,NA,NA,209
"393",87,"Clear","May","Available",NA,NA,"Riffle",9.7,"43",0.3,"Pebble",0.5,0,0,0,0,0,0.5,"Yes",34.538589,"111.68929",NA,"5/31/2022 17:31",NA,NA,NA,NA,NA,NA,NA,172
"394",129,"Clear","May","Available",NA,NA,"Riffle",9.157,"44",0.2,"Boulder",0.4,0,0,0,0.3,0,0.7,"Yes",34.536096,"111.680134",NA,"5/31/2022 23:34",NA,NA,NA,NA,NA,NA,NA,228
"395",85,"Clear","May","Available",NA,NA,"Riffle",7.5,"45",0.07,"Gravel",0.1,0,0,0,0,0,0.1,"Yes",34.537661,"111.682122",NA,"5/31/2022 22:05",NA,NA,NA,NA,NA,NA,NA,210
"396",57,"Clear","May","Available",NA,NA,"Riffle",6.274,"46",0.03,"Boulder",0.2,0,0,0,0,0,0.2,"Yes",34.538065,"111.686823",NA,"5/30/2022 22:04",NA,NA,NA,NA,NA,NA,NA,154
"397",100,"Clear","May","Available",NA,NA,"Riffle",5.24,"49",0.19,"Cobble",0.1,0,0,0,0,0,0.1,"No",34.538573,"111.68442",NA,"5/31/2022 18:43",NA,NA,NA,NA,NA,NA,NA,189
"398",112,"Clear","May","Available",NA,NA,"Riffle",12.905,"49",0.16,"Boulder",0.1,0,0,0,0,0,0.1,"Yes",34.537243,"111.681637",NA,"5/31/2022 22:21",NA,NA,NA,NA,NA,NA,NA,214
"399",37,"Clear","May","Available",NA,NA,"Riffle",4.837,"50",0.04,"Pebble",0.2,0,0,0,0,0,0.2,"No",34.538119,"111.688431",NA,"5/30/2022 20:26",NA,NA,NA,NA,NA,NA,NA,134
"400",88,"Clear","May","Available",NA,NA,"Riffle",10.4,"50",0.18,"Cobble",0.4,0,0,0,0,0,0.4,"Yes",34.538589,"111.68929",NA,"5/31/2022 17:34",NA,NA,NA,NA,NA,NA,NA,173
"401",102,"Clear","May","Available",NA,NA,"Riffle",7.705,"51",0.13,"Boulder",0.6,0,0,0.3,0.1,0,1,"No",34.538521,"111.684475",NA,"5/31/2022 18:37",NA,NA,NA,NA,NA,NA,NA,187
"402",32,"Clear","May","Available",NA,NA,"Riffle",3.479,"52",0.19,"Cobble",0.3,0.95,0,0,0,0,1.25,"Yes",34.538255,"111.688059",NA,"5/30/2022 19:50",NA,NA,NA,NA,NA,NA,NA,129
"403",109,"Clear","May","Available",NA,NA,"Riffle",3.434,"52",0.3,"Boulder",0,0.9,0,0,0,0,0.9,"No",34.538639,"111.6836",NA,"5/31/2022 20:39",NA,NA,NA,NA,NA,NA,NA,198
"404",117,"Clear","May","Available",NA,NA,"Riffle",9.105,"52",0.1,"Boulder",0.2,0,0,0,0,0,0.2,"Yes",34.536082,"111.679932",NA,"5/31/2022 23:40",NA,NA,NA,NA,NA,NA,NA,230
"405",90,"Clear","May","Available",NA,NA,"Riffle",8,"53",0.22,"Cobble",0.55,0,0,0,0,0,0.55,"Yes",34.538548,"111.689341",NA,"5/31/2022 17:43",NA,NA,NA,NA,NA,NA,NA,175
"406",91,"Clear","May","Available",NA,NA,"Riffle",8.609,"54",0.23,"Boulder",0.2,0.1,0,0.2,0,0,0.5,"Yes",34.537008,"111.681367",NA,"5/31/2022 22:31",NA,NA,NA,NA,NA,NA,NA,216
"407",101,"Clear","May","Available",NA,NA,"Riffle",12.193,"54",0.16,"Cobble",0.1,0,0,0,0,0,0.1,"Yes",34.538501,"111.684584",NA,"5/31/2022 18:34",NA,NA,NA,NA,NA,NA,NA,186
"408",104,"Clear","May","Available",NA,NA,"Riffle",11.165,"58",0.15,"Pebble",0.25,0,0,0,0,0,0.25,"No",34.538102,"111.682665",NA,"5/31/2022 21:34",NA,NA,NA,NA,NA,NA,NA,206
"409",74,"Clear","May","Available",NA,NA,"Riffle",3.627,"60",0.88,"Bedrock",0.3,0,0,0,0,0,0.3,"Yes",34.538648,"111.683496",NA,"5/31/2022 20:47",NA,NA,NA,NA,NA,NA,NA,199
